,"Labor Force Data by County, 2000 Annual Averages",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
678,CN1716300000000,17,163,"St. Clair County, IL",2000,,120586,114930,5656,4.7
679,CN1716500000000,17,165,"Saline County, IL",2000,,11870,11099,771,6.5
680,CN1716700000000,17,167,"Sangamon County, IL",2000,,106380,102745,3635,3.4
681,CN1716900000000,17,169,"Schuyler County, IL",2000,,4020,3828,192,4.8
682,CN1717100000000,17,171,"Scott County, IL",2000,,3009,2873,136,4.5
683,CN1717300000000,17,173,"Shelby County, IL",2000,,11810,11266,544,4.6
684,CN1717500000000,17,175,"Stark County, IL",2000,,2914,2750,164,5.6
685,CN1717700000000,17,177,"Stephenson County, IL",2000,,26204,24917,1287,4.9
686,CN1717900000000,17,179,"Tazewell County, IL",2000,,67858,65294,2564,3.8
687,CN1718100000000,17,181,"Union County, IL",2000,,8428,7918,510,6.1
688,CN1718300000000,17,183,"Vermilion County, IL",2000,,39183,37040,2143,5.5
689,CN1718500000000,17,185,"Wabash County, IL",2000,,6946,6608,338,4.9
690,CN1718700000000,17,187,"Warren County, IL",2000,,10150,9728,422,4.2
691,CN1718900000000,17,189,"Washington County, IL",2000,,8432,8120,312,3.7
692,CN1719100000000,17,191,"Wayne County, IL",2000,,8472,8004,468,5.5
693,CN1719300000000,17,193,"White County, IL",2000,,7556,7200,356,4.7
694,CN1719500000000,17,195,"Whiteside County, IL",2000,,31166,29937,1229,3.9
695,CN1719700000000,17,197,"Will County, IL",2000,,278890,267518,11372,4.1
696,CN1719900000000,17,199,"Williamson County, IL",2000,,30161,28448,1713,5.7
697,CN1720100000000,17,201,"Winnebago County, IL",2000,,147775,141496,6279,4.2
698,CN1720300000000,17,203,"Woodford County, IL",2000,,18952,18350,602,3.2
699,CN1800100000000,18,001,"Adams County, IN",2000,,16558,16092,466,2.8
700,CN1800300000000,18,003,"Allen County, IN",2000,,175714,170831,4883,2.8
701,CN1800500000000,18,005,"Bartholomew County, IN",2000,,37297,36292,1005,2.7
702,CN1800700000000,18,007,"Benton County, IN",2000,,4829,4686,143,3
703,CN1800900000000,18,009,"Blackford County, IN",2000,,7031,6719,312,4.4
704,CN1801100000000,18,011,"Boone County, IN",2000,,24257,23735,522,2.2
705,CN1801300000000,18,013,"Brown County, IN",2000,,7871,7638,233,3
706,CN1801500000000,18,015,"Carroll County, IN",2000,,10496,10195,301,2.9
707,CN1801700000000,18,017,"Cass County, IN",2000,,20652,20003,649,3.1
708,CN1801900000000,18,019,"Clark County, IN",2000,,52473,50559,1914,3.6
709,CN1802100000000,18,021,"Clay County, IN",2000,,12852,12309,543,4.2
710,CN1802300000000,18,023,"Clinton County, IN",2000,,16464,15970,494,3
711,CN1802500000000,18,025,"Crawford County, IN",2000,,5113,4861,252,4.9
712,CN1802700000000,18,027,"Daviess County, IN",2000,,14093,13661,432,3.1
713,CN1802900000000,18,029,"Dearborn County, IN",2000,,24464,23639,825,3.4
714,CN1803100000000,18,031,"Decatur County, IN",2000,,13427,13117,310,2.3
715,CN1803300000000,18,033,"DeKalb County, IN",2000,,21700,21033,667,3.1
716,CN1803500000000,18,035,"Delaware County, IN",2000,,58650,56569,2081,3.5
717,CN1803700000000,18,037,"Dubois County, IN",2000,,22149,21645,504,2.3
718,CN1803900000000,18,039,"Elkhart County, IN",2000,,96750,94152,2598,2.7
719,CN1804100000000,18,041,"Fayette County, IN",2000,,12407,11854,553,4.5
720,CN1804300000000,18,043,"Floyd County, IN",2000,,38036,36709,1327,3.5
721,CN1804500000000,18,045,"Fountain County, IN",2000,,8654,8377,277,3.2
722,CN1804700000000,18,047,"Franklin County, IN",2000,,11316,10911,405,3.6
723,CN1804900000000,18,049,"Fulton County, IN",2000,,10764,10318,446,4.1
724,CN1805100000000,18,051,"Gibson County, IN",2000,,16736,16167,569,3.4
725,CN1805300000000,18,053,"Grant County, IN",2000,,34828,33419,1409,4
726,CN1805500000000,18,055,"Greene County, IN",2000,,16023,15241,782,4.9
727,CN1805700000000,18,057,"Hamilton County, IN",2000,,101251,99314,1937,1.9
728,CN1805900000000,18,059,"Hancock County, IN",2000,,30389,29686,703,2.3
729,CN1806100000000,18,061,"Harrison County, IN",2000,,18715,18075,640,3.4
730,CN1806300000000,18,063,"Hendricks County, IN",2000,,57464,56303,1161,2
731,CN1806500000000,18,065,"Henry County, IN",2000,,23348,22420,928,4
732,CN1806700000000,18,067,"Howard County, IN",2000,,41485,40135,1350,3.3
733,CN1806900000000,18,069,"Huntington County, IN",2000,,20784,20130,654,3.1
734,CN1807100000000,18,071,"Jackson County, IN",2000,,21696,21102,594,2.7
735,CN1807300000000,18,073,"Jasper County, IN",2000,,14701,14186,515,3.5
736,CN1807500000000,18,075,"Jay County, IN",2000,,10978,10600,378,3.4
737,CN1807700000000,18,077,"Jefferson County, IN",2000,,16169,15625,544,3.4
738,CN1807900000000,18,079,"Jennings County, IN",2000,,14048,13639,409,2.9
739,CN1808100000000,18,081,"Johnson County, IN",2000,,63225,61843,1382,2.2
740,CN1808300000000,18,083,"Knox County, IN",2000,,19478,18741,737,3.8
741,CN1808500000000,18,085,"Kosciusko County, IN",2000,,39242,38248,994,2.5
742,CN1808700000000,18,087,"LaGrange County, IN",2000,,16887,16479,408,2.4
743,CN1808900000000,18,089,"Lake County, IN",2000,,225445,216712,8733,3.9
744,CN1809100000000,18,091,"LaPorte County, IN",2000,,53804,51890,1914,3.6
745,CN1809300000000,18,093,"Lawrence County, IN",2000,,22922,21971,951,4.1
746,CN1809500000000,18,095,"Madison County, IN",2000,,63445,61399,2046,3.2
747,CN1809700000000,18,097,"Marion County, IN",2000,,455135,442211,12924,2.8
748,CN1809900000000,18,099,"Marshall County, IN",2000,,23304,22564,740,3.2
749,CN1810100000000,18,101,"Martin County, IN",2000,,5073,4897,176,3.5
750,CN1810300000000,18,103,"Miami County, IN",2000,,17567,16957,610,3.5
751,CN1810500000000,18,105,"Monroe County, IN",2000,,63749,61992,1757,2.8
752,CN1810700000000,18,107,"Montgomery County, IN",2000,,19663,19134,529,2.7
753,CN1810900000000,18,109,"Morgan County, IN",2000,,35539,34647,892,2.5
754,CN1811100000000,18,111,"Newton County, IN",2000,,7256,7036,220,3
755,CN1811300000000,18,113,"Noble County, IN",2000,,24416,23697,719,2.9
756,CN1811500000000,18,115,"Ohio County, IN",2000,,2985,2881,104,3.5
757,CN1811700000000,18,117,"Orange County, IN",2000,,9587,9154,433,4.5
758,CN1811900000000,18,119,"Owen County, IN",2000,,10742,10405,337,3.1
759,CN1812100000000,18,121,"Parke County, IN",2000,,8017,7728,289,3.6
760,CN1812300000000,18,123,"Perry County, IN",2000,,9492,9036,456,4.8
761,CN1812500000000,18,125,"Pike County, IN",2000,,6349,6120,229,3.6
762,CN1812700000000,18,127,"Porter County, IN",2000,,77453,75181,2272,2.9
763,CN1812900000000,18,129,"Posey County, IN",2000,,13852,13419,433,3.1
764,CN1813100000000,18,131,"Pulaski County, IN",2000,,6760,6455,305,4.5
765,CN1813300000000,18,133,"Putnam County, IN",2000,,17104,16599,505,3
766,CN1813500000000,18,135,"Randolph County, IN",2000,,13531,13004,527,3.9
767,CN1813700000000,18,137,"Ripley County, IN",2000,,13712,13349,363,2.6
768,CN1813900000000,18,139,"Rush County, IN",2000,,9459,9203,256,2.7
769,CN1814100000000,18,141,"St. Joseph County, IN",2000,,134193,129774,4419,3.3
770,CN1814300000000,18,143,"Scott County, IN",2000,,11277,10894,383,3.4
771,CN1814500000000,18,145,"Shelby County, IN",2000,,23544,22906,638,2.7
772,CN1814700000000,18,147,"Spencer County, IN",2000,,10979,10580,399,3.6
773,CN1814900000000,18,149,"Starke County, IN",2000,,10834,10300,534,4.9
774,CN1815100000000,18,151,"Steuben County, IN",2000,,18468,17897,571,3.1
775,CN1815300000000,18,153,"Sullivan County, IN",2000,,9225,8728,497,5.4
776,CN1815500000000,18,155,"Switzerland County, IN",2000,,5009,4759,250,5
777,CN1815700000000,18,157,"Tippecanoe County, IN",2000,,77923,75826,2097,2.7
778,CN1815900000000,18,159,"Tipton County, IN",2000,,8674,8436,238,2.7
779,CN1816100000000,18,161,"Union County, IN",2000,,3791,3670,121,3.2
780,CN1816300000000,18,163,"Vanderburgh County, IN",2000,,89699,86739,2960,3.3
781,CN1816500000000,18,165,"Vermillion County, IN",2000,,8134,7746,388,4.8
782,CN1816700000000,18,167,"Vigo County, IN",2000,,50774,48666,2108,4.2
783,CN1816900000000,18,169,"Wabash County, IN",2000,,18071,17513,558,3.1
784,CN1817100000000,18,171,"Warren County, IN",2000,,4483,4359,124,2.8
785,CN1817300000000,18,173,"Warrick County, IN",2000,,28416,27452,964,3.4
786,CN1817500000000,18,175,"Washington County, IN",2000,,14032,13489,543,3.9
787,CN1817700000000,18,177,"Wayne County, IN",2000,,35502,34175,1327,3.7
788,CN1817900000000,18,179,"Wells County, IN",2000,,14871,14499,372,2.5
789,CN1818100000000,18,181,"White County, IN",2000,,13584,13169,415,3.1
790,CN1818300000000,18,183,"Whitley County, IN",2000,,17082,16635,447,2.6
791,CN1900100000000,19,001,"Adair County, IA",2000,,4453,4335,118,2.6
792,CN1900300000000,19,003,"Adams County, IA",2000,,2330,2242,88,3.8
793,CN1900500000000,19,005,"Allamakee County, IA",2000,,7943,7676,267,3.4
794,CN1900700000000,19,007,"Appanoose County, IA",2000,,6330,6056,274,4.3
795,CN1900900000000,19,009,"Audubon County, IA",2000,,3410,3311,99,2.9
796,CN1901100000000,19,011,"Benton County, IA",2000,,13663,13352,311,2.3
797,CN1901300000000,19,013,"Black Hawk County, IA",2000,,68420,66536,1884,2.8
798,CN1901500000000,19,015,"Boone County, IA",2000,,14581,14270,311,2.1
799,CN1901700000000,19,017,"Bremer County, IA",2000,,12772,12460,312,2.4
800,CN1901900000000,19,019,"Buchanan County, IA",2000,,10652,10355,297,2.8
801,CN1902100000000,19,021,"Buena Vista County, IA",2000,,10249,10010,239,2.3
802,CN1902300000000,19,023,"Butler County, IA",2000,,7978,7724,254,3.2
803,CN1902500000000,19,025,"Calhoun County, IA",2000,,5335,5188,147,2.8
804,CN1902700000000,19,027,"Carroll County, IA",2000,,11933,11667,266,2.2
805,CN1902900000000,19,029,"Cass County, IA",2000,,7870,7589,281,3.6
806,CN1903100000000,19,031,"Cedar County, IA",2000,,10354,10122,232,2.2
807,CN1903300000000,19,033,"Cerro Gordo County, IA",2000,,25172,24446,726,2.9
808,CN1903500000000,19,035,"Cherokee County, IA",2000,,6948,6787,161,2.3
809,CN1903700000000,19,037,"Chickasaw County, IA",2000,,6863,6430,433,6.3
810,CN1903900000000,19,039,"Clarke County, IA",2000,,4867,4715,152,3.1
811,CN1904100000000,19,041,"Clay County, IA",2000,,9936,9694,242,2.4
812,CN1904300000000,19,043,"Clayton County, IA",2000,,10207,9862,345,3.4
813,CN1904500000000,19,045,"Clinton County, IA",2000,,26060,25176,884,3.4
814,CN1904700000000,19,047,"Crawford County, IA",2000,,8894,8675,219,2.5
815,CN1904900000000,19,049,"Dallas County, IA",2000,,23495,23049,446,1.9
816,CN1905100000000,19,051,"Davis County, IA",2000,,4154,4019,135,3.2
817,CN1905300000000,19,053,"Decatur County, IA",2000,,4261,4120,141,3.3
818,CN1905500000000,19,055,"Delaware County, IA",2000,,10148,9864,284,2.8
819,CN1905700000000,19,057,"Des Moines County, IA",2000,,22248,21477,771,3.5
820,CN1905900000000,19,059,"Dickinson County, IA",2000,,9431,9175,256,2.7
821,CN1906100000000,19,061,"Dubuque County, IA",2000,,48376,46822,1554,3.2
822,CN1906300000000,19,063,"Emmet County, IA",2000,,6003,5833,170,2.8
823,CN1906500000000,19,065,"Fayette County, IA",2000,,11183,10765,418,3.7
824,CN1906700000000,19,067,"Floyd County, IA",2000,,8483,8172,311,3.7
825,CN1906900000000,19,069,"Franklin County, IA",2000,,5684,5530,154,2.7
826,CN1907100000000,19,071,"Fremont County, IA",2000,,4224,4125,99,2.3
827,CN1907300000000,19,073,"Greene County, IA",2000,,4978,4816,162,3.3
828,CN1907500000000,19,075,"Grundy County, IA",2000,,6505,6357,148,2.3
829,CN1907700000000,19,077,"Guthrie County, IA",2000,,6043,5885,158,2.6
830,CN1907900000000,19,079,"Hamilton County, IA",2000,,8928,8708,220,2.5
831,CN1908100000000,19,081,"Hancock County, IA",2000,,6307,6171,136,2.2
832,CN1908300000000,19,083,"Hardin County, IA",2000,,9481,9193,288,3
833,CN1908500000000,19,085,"Harrison County, IA",2000,,8066,7852,214,2.7
834,CN1908700000000,19,087,"Henry County, IA",2000,,10540,10231,309,2.9
835,CN1908900000000,19,089,"Howard County, IA",2000,,5114,4954,160,3.1
836,CN1909100000000,19,091,"Humboldt County, IA",2000,,5262,5128,134,2.5
837,CN1909300000000,19,093,"Ida County, IA",2000,,3981,3895,86,2.2
838,CN1909500000000,19,095,"Iowa County, IA",2000,,8824,8641,183,2.1
839,CN1909700000000,19,097,"Jackson County, IA",2000,,11120,10723,397,3.6
840,CN1909900000000,19,099,"Jasper County, IA",2000,,19769,19284,485,2.5
841,CN1910100000000,19,101,"Jefferson County, IA",2000,,9018,8762,256,2.8
842,CN1910300000000,19,103,"Johnson County, IA",2000,,67120,65893,1227,1.8
843,CN1910500000000,19,105,"Jones County, IA",2000,,10394,10124,270,2.6
844,CN1910700000000,19,107,"Keokuk County, IA",2000,,5810,5626,184,3.2
845,CN1910900000000,19,109,"Kossuth County, IA",2000,,8821,8598,223,2.5
846,CN1911100000000,19,111,"Lee County, IA",2000,,18601,17776,825,4.4
847,CN1911300000000,19,113,"Linn County, IA",2000,,110907,108407,2500,2.3
848,CN1911500000000,19,115,"Louisa County, IA",2000,,6236,6054,182,2.9
849,CN1911700000000,19,117,"Lucas County, IA",2000,,4732,4602,130,2.7
850,CN1911900000000,19,119,"Lyon County, IA",2000,,6351,6225,126,2
851,CN1912100000000,19,121,"Madison County, IA",2000,,7599,7366,233,3.1
852,CN1912300000000,19,123,"Mahaska County, IA",2000,,11507,11237,270,2.3
853,CN1912500000000,19,125,"Marion County, IA",2000,,17580,17192,388,2.2
854,CN1912700000000,19,127,"Marshall County, IA",2000,,20554,20001,553,2.7
855,CN1912900000000,19,129,"Mills County, IA",2000,,7882,7726,156,2
856,CN1913100000000,19,131,"Mitchell County, IA",2000,,5445,5297,148,2.7
857,CN1913300000000,19,133,"Monona County, IA",2000,,4974,4821,153,3.1
858,CN1913500000000,19,135,"Monroe County, IA",2000,,3895,3776,119,3.1
859,CN1913700000000,19,137,"Montgomery County, IA",2000,,5992,5799,193,3.2
860,CN1913900000000,19,139,"Muscatine County, IA",2000,,22224,21628,596,2.7
861,CN1914100000000,19,141,"O'Brien County, IA",2000,,7751,7576,175,2.3
862,CN1914300000000,19,143,"Osceola County, IA",2000,,3603,3515,88,2.4
863,CN1914500000000,19,145,"Page County, IA",2000,,8334,8070,264,3.2
864,CN1914700000000,19,147,"Palo Alto County, IA",2000,,5193,5074,119,2.3
865,CN1914900000000,19,149,"Plymouth County, IA",2000,,13476,13137,339,2.5
866,CN1915100000000,19,151,"Pocahontas County, IA",2000,,4190,4077,113,2.7
867,CN1915300000000,19,153,"Polk County, IA",2000,,214484,209530,4954,2.3
868,CN1915500000000,19,155,"Pottawattamie County, IA",2000,,47977,46857,1120,2.3
869,CN1915700000000,19,157,"Poweshiek County, IA",2000,,10338,10062,276,2.7
870,CN1915900000000,19,159,"Ringgold County, IA",2000,,2581,2505,76,2.9
871,CN1916100000000,19,161,"Sac County, IA",2000,,5944,5791,153,2.6
872,CN1916300000000,19,163,"Scott County, IA",2000,,85499,82756,2743,3.2
873,CN1916500000000,19,165,"Shelby County, IA",2000,,7066,6902,164,2.3
874,CN1916700000000,19,167,"Sioux County, IA",2000,,17576,17239,337,1.9
875,CN1916900000000,19,169,"Story County, IA",2000,,46236,45430,806,1.7
876,CN1917100000000,19,171,"Tama County, IA",2000,,9217,8909,308,3.3
877,CN1917300000000,19,173,"Taylor County, IA",2000,,3478,3367,111,3.2
878,CN1917500000000,19,175,"Union County, IA",2000,,6555,6338,217,3.3
879,CN1917700000000,19,177,"Van Buren County, IA",2000,,3987,3861,126,3.2
880,CN1917900000000,19,179,"Wapello County, IA",2000,,17831,17203,628,3.5
881,CN1918100000000,19,181,"Warren County, IA",2000,,23477,22981,496,2.1
882,CN1918300000000,19,183,"Washington County, IA",2000,,11286,11041,245,2.2
883,CN1918500000000,19,185,"Wayne County, IA",2000,,3233,3136,97,3
884,CN1918700000000,19,187,"Webster County, IA",2000,,19865,19269,596,3
885,CN1918900000000,19,189,"Winnebago County, IA",2000,,6436,6307,129,2
886,CN1919100000000,19,191,"Winneshiek County, IA",2000,,12139,11835,304,2.5
887,CN1919300000000,19,193,"Woodbury County, IA",2000,,55308,53888,1420,2.6
888,CN1919500000000,19,195,"Worth County, IA",2000,,4352,4225,127,2.9
889,CN1919700000000,19,197,"Wright County, IA",2000,,7574,7378,196,2.6
890,CN2000100000000,20,001,"Allen County, KS",2000,,7167,6846,321,4.5
891,CN2000300000000,20,003,"Anderson County, KS",2000,,4073,3906,167,4.1
892,CN2000500000000,20,005,"Atchison County, KS",2000,,8405,8043,362,4.3
893,CN2000700000000,20,007,"Barber County, KS",2000,,2657,2586,71,2.7
894,CN2000900000000,20,009,"Barton County, KS",2000,,14319,13848,471,3.3
895,CN2001100000000,20,011,"Bourbon County, KS",2000,,8214,7908,306,3.7
896,CN2001300000000,20,013,"Brown County, KS",2000,,5432,5170,262,4.8
897,CN2001500000000,20,015,"Butler County, KS",2000,,30625,29427,1198,3.9
898,CN2001700000000,20,017,"Chase County, KS",2000,,1571,1526,45,2.9
899,CN2001900000000,20,019,"Chautauqua County, KS",2000,,1892,1811,81,4.3
900,CN2002100000000,20,021,"Cherokee County, KS",2000,,10822,10314,508,4.7
901,CN2002300000000,20,023,"Cheyenne County, KS",2000,,1613,1572,41,2.5
902,CN2002500000000,20,025,"Clark County, KS",2000,,1194,1161,33,2.8
903,CN2002700000000,20,027,"Clay County, KS",2000,,4557,4410,147,3.2
904,CN2002900000000,20,029,"Cloud County, KS",2000,,5291,5101,190,3.6
905,CN2003100000000,20,031,"Coffey County, KS",2000,,4674,4501,173,3.7
906,CN2003300000000,20,033,"Comanche County, KS",2000,,1034,1011,23,2.2
907,CN2003500000000,20,035,"Cowley County, KS",2000,,17577,16796,781,4.4
908,CN2003700000000,20,037,"Crawford County, KS",2000,,18904,18087,817,4.3
909,CN2003900000000,20,039,"Decatur County, KS",2000,,1730,1686,44,2.5
910,CN2004100000000,20,041,"Dickinson County, KS",2000,,10264,9941,323,3.1
911,CN2004300000000,20,043,"Doniphan County, KS",2000,,4116,3920,196,4.8
912,CN2004500000000,20,045,"Douglas County, KS",2000,,58565,56989,1576,2.7
913,CN2004700000000,20,047,"Edwards County, KS",2000,,1697,1653,44,2.6
914,CN2004900000000,20,049,"Elk County, KS",2000,,1432,1363,69,4.8
915,CN2005100000000,20,051,"Ellis County, KS",2000,,15342,14947,395,2.6
916,CN2005300000000,20,053,"Ellsworth County, KS",2000,,3162,3057,105,3.3
917,CN2005500000000,20,055,"Finney County, KS",2000,,20222,19709,513,2.5
918,CN2005700000000,20,057,"Ford County, KS",2000,,15838,15428,410,2.6
919,CN2005900000000,20,059,"Franklin County, KS",2000,,13198,12719,479,3.6
920,CN2006100000000,20,061,"Geary County, KS",2000,,11335,10805,530,4.7
921,CN2006300000000,20,063,"Gove County, KS",2000,,1576,1541,35,2.2
922,CN2006500000000,20,065,"Graham County, KS",2000,,1438,1398,40,2.8
923,CN2006700000000,20,067,"Grant County, KS",2000,,3722,3617,105,2.8
924,CN2006900000000,20,069,"Gray County, KS",2000,,2996,2919,77,2.6
925,CN2007100000000,20,071,"Greeley County, KS",2000,,762,737,25,3.3
926,CN2007300000000,20,073,"Greenwood County, KS",2000,,3721,3547,174,4.7
927,CN2007500000000,20,075,"Hamilton County, KS",2000,,1274,1240,34,2.7
928,CN2007700000000,20,077,"Harper County, KS",2000,,3178,3063,115,3.6
929,CN2007900000000,20,079,"Harvey County, KS",2000,,17596,16988,608,3.5
930,CN2008100000000,20,081,"Haskell County, KS",2000,,2081,2034,47,2.3
931,CN2008300000000,20,083,"Hodgeman County, KS",2000,,1006,973,33,3.3
932,CN2008500000000,20,085,"Jackson County, KS",2000,,6657,6385,272,4.1
933,CN2008700000000,20,087,"Jefferson County, KS",2000,,9768,9398,370,3.8
934,CN2008900000000,20,089,"Jewell County, KS",2000,,1892,1843,49,2.6
935,CN2009100000000,20,091,"Johnson County, KS",2000,,263190,255705,7485,2.8
936,CN2009300000000,20,093,"Kearny County, KS",2000,,2031,1976,55,2.7
937,CN2009500000000,20,095,"Kingman County, KS",2000,,4248,4098,150,3.5
938,CN2009700000000,20,097,"Kiowa County, KS",2000,,1610,1566,44,2.7
939,CN2009900000000,20,099,"Labette County, KS",2000,,11342,10799,543,4.8
940,CN2010100000000,20,101,"Lane County, KS",2000,,1117,1086,31,2.8
941,CN2010300000000,20,103,"Leavenworth County, KS",2000,,31310,30074,1236,3.9
942,CN2010500000000,20,105,"Lincoln County, KS",2000,,1900,1848,52,2.7
943,CN2010700000000,20,107,"Linn County, KS",2000,,4740,4515,225,4.7
944,CN2010900000000,20,109,"Logan County, KS",2000,,1601,1546,55,3.4
945,CN2011100000000,20,111,"Lyon County, KS",2000,,18572,18002,570,3.1
946,CN2011300000000,20,113,"McPherson County, KS",2000,,15377,14934,443,2.9
947,CN2011500000000,20,115,"Marion County, KS",2000,,6711,6512,199,3
948,CN2011700000000,20,117,"Marshall County, KS",2000,,5560,5365,195,3.5
949,CN2011900000000,20,119,"Meade County, KS",2000,,2168,2111,57,2.6
950,CN2012100000000,20,121,"Miami County, KS",2000,,15359,14864,495,3.2
951,CN2012300000000,20,123,"Mitchell County, KS",2000,,3511,3417,94,2.7
952,CN2012500000000,20,125,"Montgomery County, KS",2000,,16998,16131,867,5.1
953,CN2012700000000,20,127,"Morris County, KS",2000,,3061,2953,108,3.5
954,CN2012900000000,20,129,"Morton County, KS",2000,,1746,1698,48,2.7
955,CN2013100000000,20,131,"Nemaha County, KS",2000,,5232,5084,148,2.8
956,CN2013300000000,20,133,"Neosho County, KS",2000,,8398,8033,365,4.3
957,CN2013500000000,20,135,"Ness County, KS",2000,,1783,1740,43,2.4
958,CN2013700000000,20,137,"Norton County, KS",2000,,2661,2581,80,3
959,CN2013900000000,20,139,"Osage County, KS",2000,,8842,8455,387,4.4
960,CN2014100000000,20,141,"Osborne County, KS",2000,,2310,2250,60,2.6
961,CN2014300000000,20,143,"Ottawa County, KS",2000,,3372,3272,100,3
962,CN2014500000000,20,145,"Pawnee County, KS",2000,,3524,3427,97,2.8
963,CN2014700000000,20,147,"Phillips County, KS",2000,,3122,3037,85,2.7
964,CN2014900000000,20,149,"Pottawatomie County, KS",2000,,9357,9060,297,3.2
965,CN2015100000000,20,151,"Pratt County, KS",2000,,5063,4929,134,2.6
966,CN2015300000000,20,153,"Rawlins County, KS",2000,,1468,1427,41,2.8
967,CN2015500000000,20,155,"Reno County, KS",2000,,32322,31134,1188,3.7
968,CN2015700000000,20,157,"Republic County, KS",2000,,2975,2890,85,2.9
969,CN2015900000000,20,159,"Rice County, KS",2000,,5202,5014,188,3.6
970,CN2016100000000,20,161,"Riley County, KS",2000,,30748,29874,874,2.8
971,CN2016300000000,20,163,"Rooks County, KS",2000,,2733,2645,88,3.2
972,CN2016500000000,20,165,"Rush County, KS",2000,,1731,1673,58,3.4
973,CN2016700000000,20,167,"Russell County, KS",2000,,3544,3404,140,4
974,CN2016900000000,20,169,"Saline County, KS",2000,,29912,29031,881,2.9
975,CN2017100000000,20,171,"Scott County, KS",2000,,2988,2924,64,2.1
976,CN2017300000000,20,173,"Sedgwick County, KS",2000,,238296,228780,9516,4
977,CN2017500000000,20,175,"Seward County, KS",2000,,10385,10085,300,2.9
978,CN2017700000000,20,177,"Shawnee County, KS",2000,,91500,87979,3521,3.8
979,CN2017900000000,20,179,"Sheridan County, KS",2000,,1488,1457,31,2.1
980,CN2018100000000,20,181,"Sherman County, KS",2000,,3620,3522,98,2.7
981,CN2018300000000,20,183,"Smith County, KS",2000,,2175,2116,59,2.7
982,CN2018500000000,20,185,"Stafford County, KS",2000,,2286,2215,71,3.1
983,CN2018700000000,20,187,"Stanton County, KS",2000,,1266,1236,30,2.4
984,CN2018900000000,20,189,"Stevens County, KS",2000,,2463,2394,69,2.8
985,CN2019100000000,20,191,"Sumner County, KS",2000,,12868,12290,578,4.5
986,CN2019300000000,20,193,"Thomas County, KS",2000,,4257,4156,101,2.4
987,CN2019500000000,20,195,"Trego County, KS",2000,,1666,1625,41,2.5
988,CN2019700000000,20,197,"Wabaunsee County, KS",2000,,3739,3619,120,3.2
989,CN2019900000000,20,199,"Wallace County, KS",2000,,931,911,20,2.1
990,CN2020100000000,20,201,"Washington County, KS",2000,,3348,3234,114,3.4
991,CN2020300000000,20,203,"Wichita County, KS",2000,,1254,1219,35,2.8
992,CN2020500000000,20,205,"Wilson County, KS",2000,,4996,4804,192,3.8
993,CN2020700000000,20,207,"Woodson County, KS",2000,,1702,1621,81,4.8
994,CN2020900000000,20,209,"Wyandotte County, KS",2000,,74318,69878,4440,6
995,CN2100100000000,21,001,"Adair County, KY",2000,,8239,7825,414,5
996,CN2100300000000,21,003,"Allen County, KY",2000,,8517,8144,373,4.4
997,CN2100500000000,21,005,"Anderson County, KY",2000,,10242,9892,350,3.4
998,CN2100700000000,21,007,"Ballard County, KY",2000,,4240,3988,252,5.9
999,CN2100900000000,21,009,"Barren County, KY",2000,,19423,18529,894,4.6
1000,CN2101100000000,21,011,"Bath County, KY",2000,,4970,4665,305,6.1
1001,CN2101300000000,21,013,"Bell County, KY",2000,,9945,9295,650,6.5
1002,CN2101500000000,21,015,"Boone County, KY",2000,,49328,47873,1455,2.9
1003,CN2101700000000,21,017,"Bourbon County, KY",2000,,10038,9707,331,3.3
1004,CN2101900000000,21,019,"Boyd County, KY",2000,,21564,20320,1244,5.8
1005,CN2102100000000,21,021,"Boyle County, KY",2000,,13583,13045,538,4
1006,CN2102300000000,21,023,"Bracken County, KY",2000,,4208,4061,147,3.5
1007,CN2102500000000,21,025,"Breathitt County, KY",2000,,5423,5060,363,6.7
1008,CN2102700000000,21,027,"Breckinridge County, KY",2000,,8705,8290,415,4.8
1009,CN2102900000000,21,029,"Bullitt County, KY",2000,,33653,32564,1089,3.2
1010,CN2103100000000,21,031,"Butler County, KY",2000,,6638,6369,269,4.1
1011,CN2103300000000,21,033,"Caldwell County, KY",2000,,6234,5958,276,4.4
1012,CN2103500000000,21,035,"Calloway County, KY",2000,,17382,16701,681,3.9
1013,CN2103700000000,21,037,"Campbell County, KY",2000,,46821,45291,1530,3.3
1014,CN2103900000000,21,039,"Carlisle County, KY",2000,,2420,2273,147,6.1
1015,CN2104100000000,21,041,"Carroll County, KY",2000,,4995,4780,215,4.3
1016,CN2104300000000,21,043,"Carter County, KY",2000,,11797,10950,847,7.2
1017,CN2104500000000,21,045,"Casey County, KY",2000,,6899,6583,316,4.6
1018,CN2104700000000,21,047,"Christian County, KY",2000,,26573,25307,1266,4.8
1019,CN2104900000000,21,049,"Clark County, KY",2000,,17100,16469,631,3.7
1020,CN2105100000000,21,051,"Clay County, KY",2000,,7261,6783,478,6.6
1021,CN2105300000000,21,053,"Clinton County, KY",2000,,4549,4321,228,5
1022,CN2105500000000,21,055,"Crittenden County, KY",2000,,4372,4092,280,6.4
1023,CN2105700000000,21,057,"Cumberland County, KY",2000,,3200,3019,181,5.7
1024,CN2105900000000,21,059,"Daviess County, KY",2000,,47038,45066,1972,4.2
